accuracy,activity_confidence,average_dip,average_rake,catalog_id,catalog_name,dip_dir,downthrown_side_dir,downthrown_side_id,epistemic_quality,exposure_quality,fs_name,last_movement,lower_seis_depth,name,net_slip_rate,notes,reference,shortening_rate,slip_type,strike_slip_rate,upper_seis_depth,vert_sep_rate
,1,,,PB_3159.0,Bird 2003,,,,1,,,,,,"(54.5,,)",,,"(54.5,,)",Subduction_Thrust,"(0.8,,)",,
,1,,,PB_3160.0,Bird 2003,,,,1,,,,,,"(53.7,,)",,,"(52.6,,)",Subduction_Thrust,"(10.6,,)",,
,1,,,PB_3161.0,Bird 2003,,,,1,,,,,,"(52.6,,)",,,"(49.4,,)",Subduction_Thrust,"(17.9,,)",,
,1,,,PB_3162.0,Bird 2003,,,,1,,,,,,"(51.8,,)",,,"(46.6,,)",Subduction_Thrust,"(22.6,,)",,
,1,,,PB_3163.0,Bird 2003,,,,1,,,,,,"(51.3,,)",,,"(46.7,,)",Subduction_Thrust,"(21.3,,)",,
,1,,,PB_3164.0,Bird 2003,,,,1,,,,,,"(50.8,,)",,,"(43.8,,)",Subduction_Thrust,"(25.8,,)",,
,1,,,PB_3165.0,Bird 2003,,,,1,,,,,,"(50.3,,)",,,"(44.8,,)",Subduction_Thrust,"(23.0,,)",,
,1,,,PB_3166.0,Bird 2003,,,,1,,,,,,"(49.6,,)",,,"(44.2,,)",Subduction_Thrust,"(22.6,,)",,
,1,,,PB_3167.0,Bird 2003,,,,1,,,,,,"(48.9,,)",,,"(43.5,,)",Subduction_Thrust,"(22.3,,)",,
,1,,,PB_3168.0,Bird 2003,,,,1,,,,,,"(48.0,,)",,,"(47.0,,)",Subduction_Thrust,"(9.6,,)",,
,1,,,PB_3169.0,Bird 2003,,,,1,,,,,,"(47.0,,)",,,"(45.9,,)",Subduction_Thrust,"(9.9,,)",,
,1,,,PB_3170.0,Bird 2003,,,,1,,,,,,"(46.1,,)",,,"(46.1,,)",Subduction_Thrust,"(0.8,,)",,
,1,,,PB_3171.0,Bird 2003,,,,1,,,,,,"(45.3,,)",,,"(39.7,,)",Subduction_Thrust,"(-21.7,,)",,
,1,,,PB_3172.0,Bird 2003,,,,1,,,,,,"(44.4,,)",,,"(40.7,,)",Subduction_Thrust,"(-17.8,,)",,
,1,,,PB_3176.0,Bird 2003,,,,1,,,,,,"(35.1,,)",,,"(19.7,,)",Subduction_Thrust,"(29.0,,)",,
,1,,,PB_3177.0,Bird 2003,,,,1,,,,,,"(34.7,,)",,,"(16.4,,)",Subduction_Thrust,"(30.6,,)",,
,1,,,PB_3178.0,Bird 2003,,,,1,,,,,,"(34.5,,)",,,"(10.9,,)",Dextral_Transform,"(32.7,,)",,
,1,,,PB_3179.0,Bird 2003,,,,1,,,,,,"(34.3,,)",,,"(15.4,,)",Subduction_Thrust,"(30.7,,)",,
,1,,,PB_3180.0,Bird 2003,,,,1,,,,,,"(34.1,,)",,,"(12.1,,)",Subduction_Thrust,"(31.8,,)",,
,1,,,PB_3181.0,Bird 2003,,,,1,,,,,,"(1.6,,)",,,"(1.1,,)",Subduction_Thrust,"(1.2,,)",,
,1,,,PB_3182.0,Bird 2003,,,,1,,,,,,"(2.5,,)",,,"(2.4,,)",Subduction_Thrust,"(0.7,,)",,
,1,,,PB_3183.0,Bird 2003,,,,1,,,,,,"(3.5,,)",,,"(3.4,,)",Subduction_Thrust,"(-0.6,,)",,
,1,,,PB_3184.0,Bird 2003,,,,1,,,,,,"(4.2,,)",,,"(4.2,,)",Subduction_Thrust,"(-0.6,,)",,
,1,,,PB_3185.0,Bird 2003,,,,1,,,,,,"(4.9,,)",,,"(4.8,,)",Subduction_Thrust,"(-0.6,,)",,
,1,,,PB_3186.0,Bird 2003,,,,1,,,,,,"(5.6,,)",,,"(5.0,,)",Subduction_Thrust,"(-2.6,,)",,
,1,,,PB_3187.0,Bird 2003,,,,1,,,,,,"(6.5,,)",,,"(5.6,,)",Subduction_Thrust,"(-3.3,,)",,
,1,,,PB_3188.0,Bird 2003,,,,1,,,,,,"(7.1,,)",,,"(5.5,,)",Subduction_Thrust,"(-4.4,,)",,
,1,,,PB_3189.0,Bird 2003,,,,1,,,,,,"(18.3,,)",,,"(18.2,,)",Subduction_Thrust,"(-2.1,,)",,
,1,,,PB_3190.0,Bird 2003,,,,1,,,,,,"(19.5,,)",,,"(18.8,,)",Subduction_Thrust,"(-5.1,,)",,
,1,,,PB_3191.0,Bird 2003,,,,1,,,,,,"(20.6,,)",,,"(20.1,,)",Subduction_Thrust,"(-4.7,,)",,
,1,,,PB_3192.0,Bird 2003,,,,1,,,,,,"(21.2,,)",,,"(3.1,,)",Subduction_Thrust,"(20.9,,)",,
,1,,,PB_3193.0,Bird 2003,,,,1,,,,,,"(21.6,,)",,,"(12.2,,)",Subduction_Thrust,"(17.8,,)",,
,1,,,PB_3194.0,Bird 2003,,,,1,,,,,,"(22.2,,)",,,"(9.5,,)",Subduction_Thrust,"(20.0,,)",,
,1,,,PB_3195.0,Bird 2003,,,,1,,,,,,"(23.1,,)",,,"(17.6,,)",Subduction_Thrust,"(14.9,,)",,
,1,,,PB_3196.0,Bird 2003,,,,1,,,,,,"(24.2,,)",,,"(21.3,,)",Subduction_Thrust,"(11.3,,)",,
,1,,,PB_3197.0,Bird 2003,,,,1,,,,,,"(25.2,,)",,,"(18.7,,)",Subduction_Thrust,"(16.9,,)",,
,1,,,PB_3198.0,Bird 2003,,,,1,,,,,,"(26.0,,)",,,"(26.0,,)",Subduction_Thrust,"(-1.0,,)",,
,1,,,PB_3199.0,Bird 2003,,,,1,,,,,,"(76.7,,)",,,"(-3.8,,)",Dextral_Transform,"(76.6,,)",,
,1,,,PB_3200.0,Bird 2003,,,,1,,,,,,"(76.3,,)",,,"(40.5,,)",Subduction_Thrust,"(64.7,,)",,
,1,,,PB_3201.0,Bird 2003,,,,1,,,,,,"(75.6,,)",,,"(41.9,,)",Subduction_Thrust,"(63.0,,)",,
,1,,,PB_3202.0,Bird 2003,,,,1,,,,,,"(75.1,,)",,,"(39.4,,)",Subduction_Thrust,"(63.9,,)",,
,1,,,PB_3203.0,Bird 2003,,,,1,,,,,,"(74.7,,)",,,"(29.8,,)",Subduction_Thrust,"(68.5,,)",,
,1,,,PB_3204.0,Bird 2003,,,,1,,,,,,"(74.2,,)",,,"(56.8,,)",Subduction_Thrust,"(47.7,,)",,
,1,,,PB_3205.0,Bird 2003,,,,1,,,,,,"(73.4,,)",,,"(46.2,,)",Subduction_Thrust,"(57.0,,)",,
,1,,,PB_3206.0,Bird 2003,,,,1,,,,,,"(72.5,,)",,,"(45.5,,)",Subduction_Thrust,"(56.5,,)",,
,1,,,PB_3207.0,Bird 2003,,,,1,,,,,,"(71.2,,)",,,"(65.1,,)",Subduction_Thrust,"(28.8,,)",,
,1,,,PB_3208.0,Bird 2003,,,,1,,,,,,"(69.4,,)",,,"(66.8,,)",Subduction_Thrust,"(18.9,,)",,
,1,,,PB_3209.0,Bird 2003,,,,1,,,,,,"(67.8,,)",,,"(65.5,,)",Subduction_Thrust,"(17.4,,)",,
,1,,,PB_3210.0,Bird 2003,,,,1,,,,,,"(66.1,,)",,,"(65.9,,)",Subduction_Thrust,"(4.8,,)",,
,1,,,PB_3211.0,Bird 2003,,,,1,,,,,,"(64.3,,)",,,"(64.2,,)",Subduction_Thrust,"(3.1,,)",,
,1,,,PB_3212.0,Bird 2003,,,,1,,,,,,"(62.6,,)",,,"(62.3,,)",Subduction_Thrust,"(-5.9,,)",,
,1,,,PB_3213.0,Bird 2003,,,,1,,,,,,"(61.1,,)",,,"(61.0,,)",Subduction_Thrust,"(-1.6,,)",,
,1,,,PB_3214.0,Bird 2003,,,,1,,,,,,"(59.8,,)",,,"(55.3,,)",Subduction_Thrust,"(-22.8,,)",,
,1,,,PB_3215.0,Bird 2003,,,,1,,,,,,"(58.6,,)",,,"(55.9,,)",Subduction_Thrust,"(-17.7,,)",,
,1,,,PB_3216.0,Bird 2003,,,,1,,,,,,"(57.4,,)",,,"(51.4,,)",Subduction_Thrust,"(-25.5,,)",,
,1,,,PB_3217.0,Bird 2003,,,,1,,,,,,"(56.2,,)",,,"(51.7,,)",Subduction_Thrust,"(-22.1,,)",,
,1,,,PB_3218.0,Bird 2003,,,,1,,,,,,"(55.0,,)",,,"(50.5,,)",Subduction_Thrust,"(-22.0,,)",,
,1,,,PB_3219.0,Bird 2003,,,,1,,,,,,"(54.0,,)",,,"(42.8,,)",Subduction_Thrust,"(-33.0,,)",,
,1,,,PB_3220.0,Bird 2003,,,,1,,,,,,"(53.1,,)",,,"(34.7,,)",Subduction_Thrust,"(-40.2,,)",,
,1,,,PB_3221.0,Bird 2003,,,,1,,,,,,"(52.1,,)",,,"(25.0,,)",Subduction_Thrust,"(-45.7,,)",,
,1,,,PB_3222.0,Bird 2003,,,,1,,,,,,"(51.1,,)",,,"(30.4,,)",Subduction_Thrust,"(-41.1,,)",,
,1,,,PB_3223.0,Bird 2003,,,,1,,,,,,"(50.1,,)",,,"(24.6,,)",Subduction_Thrust,"(-43.7,,)",,
,1,,,PB_3224.0,Bird 2003,,,,1,,,,,,"(49.1,,)",,,"(33.1,,)",Subduction_Thrust,"(-36.2,,)",,
,1,,,PB_3225.0,Bird 2003,,,,1,,,,,,"(47.1,,)",,,"(24.5,,)",Subduction_Thrust,"(-40.2,,)",,
,1,,,PB_3226.0,Bird 2003,,,,1,,,,,,"(47.4,,)",,,"(46.8,,)",Subduction_Thrust,"(-7.4,,)",,
,1,,,PB_3227.0,Bird 2003,,,,1,,,,,,"(48.0,,)",,,"(44.2,,)",Subduction_Thrust,"(-18.5,,)",,
,1,,,PB_3228.0,Bird 2003,,,,1,,,,,,"(49.1,,)",,,"(48.5,,)",Subduction_Thrust,"(-8.1,,)",,
,1,,,PB_3229.0,Bird 2003,,,,1,,,,,,"(50.1,,)",,,"(48.0,,)",Subduction_Thrust,"(-14.5,,)",,
,1,,,PB_3230.0,Bird 2003,,,,1,,,,,,"(51.0,,)",,,"(47.6,,)",Subduction_Thrust,"(-18.5,,)",,
,1,,,PB_3231.0,Bird 2003,,,,1,,,,,,"(52.0,,)",,,"(46.3,,)",Subduction_Thrust,"(-23.7,,)",,
,1,,,PB_3232.0,Bird 2003,,,,1,,,,,,"(52.8,,)",,,"(44.0,,)",Subduction_Thrust,"(-29.1,,)",,
,1,,,PB_3233.0,Bird 2003,,,,1,,,,,,"(53.5,,)",,,"(38.3,,)",Subduction_Thrust,"(-37.3,,)",,
,1,,,PB_3234.0,Bird 2003,,,,1,,,,,,"(54.3,,)",,,"(44.2,,)",Subduction_Thrust,"(-31.5,,)",,
,1,,,PB_3235.0,Bird 2003,,,,1,,,,,,"(55.2,,)",,,"(51.8,,)",Subduction_Thrust,"(-19.1,,)",,
,1,,,PB_3236.0,Bird 2003,,,,1,,,,,,"(56.0,,)",,,"(45.0,,)",Subduction_Thrust,"(-33.4,,)",,
,1,,,PB_3237.0,Bird 2003,,,,1,,,,,,"(56.9,,)",,,"(53.1,,)",Subduction_Thrust,"(-20.4,,)",,
,1,,,PB_3238.0,Bird 2003,,,,1,,,,,,"(57.9,,)",,,"(54.5,,)",Subduction_Thrust,"(-19.5,,)",,
,1,,,PB_3239.0,Bird 2003,,,,1,,,,,,"(58.8,,)",,,"(53.8,,)",Subduction_Thrust,"(-23.7,,)",,
,1,,,PB_3240.0,Bird 2003,,,,1,,,,,,"(59.8,,)",,,"(58.2,,)",Subduction_Thrust,"(-13.8,,)",,
,1,,,PB_3241.0,Bird 2003,,,,1,,,,,,"(60.7,,)",,,"(52.5,,)",Subduction_Thrust,"(-30.5,,)",,
,1,,,PB_3242.0,Bird 2003,,,,1,,,,,,"(61.4,,)",,,"(60.2,,)",Subduction_Thrust,"(-12.4,,)",,
,1,,,PB_3243.0,Bird 2003,,,,1,,,,,,"(38.0,,)",,,"(3.3,,)",Sinistral_Transform,"(-37.9,,)",,
,1,,,PB_3247.0,Bird 2003,,,,1,,,,,,"(110.7,,)",,,"(-86.6,,)",Spreading_Ridge,"(69.0,,)",,
,1,,,PB_3248.0,Bird 2003,,,,1,,,,,,"(110.3,,)",,,"(-78.1,,)",Spreading_Ridge,"(78.0,,)",,
,1,,,PB_3253.0,Bird 2003,,,,1,,,,,,"(108.2,,)",,,"(-107.8,,)",Spreading_Ridge,"(-9.1,,)",,
,1,,,PB_3254.0,Bird 2003,,,,1,,,,,,"(107.8,,)",,,"(-105.5,,)",Spreading_Ridge,"(-22.1,,)",,
,1,,,PB_3257.0,Bird 2003,,,,1,,,,,,"(75.4,,)",,,"(-74.2,,)",Spreading_Ridge,"(-13.1,,)",,
,1,,,PB_3258.0,Bird 2003,,,,1,,,,,,"(76.4,,)",,,"(-76.1,,)",Spreading_Ridge,"(-6.7,,)",,
,1,,,PB_3259.0,Bird 2003,,,,1,,,,,,"(77.3,,)",,,"(-76.5,,)",Spreading_Ridge,"(-10.8,,)",,
,1,,,PB_3260.0,Bird 2003,,,,1,,,,,,"(78.0,,)",,,"(-77.9,,)",Spreading_Ridge,"(2.1,,)",,
,1,,,PB_3261.0,Bird 2003,,,,1,,,,,,"(78.6,,)",,,"(-71.5,,)",Spreading_Ridge,"(32.5,,)",,
,1,,,PB_3272.0,Bird 2003,,,,1,,,,,,"(82.6,,)",,,"(-45.2,,)",Spreading_Ridge,"(69.1,,)",,
,1,,,PB_3273.0,Bird 2003,,,,1,,,,,,"(83.2,,)",,,"(-48.1,,)",Spreading_Ridge,"(67.9,,)",,
,1,,,PB_3274.0,Bird 2003,,,,1,,,,,,"(83.9,,)",,,"(-42.5,,)",Spreading_Ridge,"(72.4,,)",,
,1,,,PB_3275.0,Bird 2003,,,,1,,,,,,"(84.5,,)",,,"(-67.7,,)",Spreading_Ridge,"(50.6,,)",,
,1,,,PB_3276.0,Bird 2003,,,,1,,,,,,"(85.2,,)",,,"(-80.8,,)",Spreading_Ridge,"(27.1,,)",,
,1,,,PB_3277.0,Bird 2003,,,,1,,,,,,"(85.8,,)",,,"(-84.3,,)",Spreading_Ridge,"(15.9,,)",,
,1,,,PB_3278.0,Bird 2003,,,,1,,,,,,"(86.7,,)",,,"(-86.5,,)",Spreading_Ridge,"(4.6,,)",,
,1,,,PB_3279.0,Bird 2003,,,,1,,,,,,"(87.9,,)",,,"(-87.7,,)",Spreading_Ridge,"(5.5,,)",,
,1,,,PB_3280.0,Bird 2003,,,,1,,,,,,"(88.7,,)",,,"(-88.0,,)",Spreading_Ridge,"(11.4,,)",,
,1,,,PB_3281.0,Bird 2003,,,,1,,,,,,"(89.4,,)",,,"(-87.8,,)",Spreading_Ridge,"(16.5,,)",,
,1,,,PB_3282.0,Bird 2003,,,,1,,,,,,"(89.9,,)",,,"(-78.8,,)",Spreading_Ridge,"(43.3,,)",,
,1,,,PB_3283.0,Bird 2003,,,,1,,,,,,"(90.5,,)",,,"(-71.8,,)",Spreading_Ridge,"(55.1,,)",,
,1,,,PB_3284.0,Bird 2003,,,,1,,,,,,"(91.6,,)",,,"(-75.0,,)",Spreading_Ridge,"(52.6,,)",,
,1,,,PB_3285.0,Bird 2003,,,,1,,,,,,"(91.9,,)",,,"(18.0,,)",Dextral_Transform,"(90.1,,)",,
,1,,,PB_3286.0,Bird 2003,,,,1,,,,,,"(126.2,,)",,,"(-117.5,,)",Spreading_Ridge,"(-46.1,,)",,
,1,,,PB_3287.0,Bird 2003,,,,1,,,,,,"(123.1,,)",,,"(-113.7,,)",Spreading_Ridge,"(-47.2,,)",,
,1,,,PB_3288.0,Bird 2003,,,,1,,,,,,"(119.7,,)",,,"(-115.4,,)",Spreading_Ridge,"(-31.6,,)",,
,1,,,PB_3289.0,Bird 2003,,,,1,,,,,,"(116.5,,)",,,"(-112.9,,)",Spreading_Ridge,"(-28.8,,)",,
,1,,,PB_3290.0,Bird 2003,,,,1,,,,,,"(113.5,,)",,,"(-111.8,,)",Spreading_Ridge,"(-19.7,,)",,
,1,,,PB_3291.0,Bird 2003,,,,1,,,,,,"(109.8,,)",,,"(-108.0,,)",Spreading_Ridge,"(-20.1,,)",,
,1,,,PB_3292.0,Bird 2003,,,,1,,,,,,"(107.7,,)",,,"(5.1,,)",Sinistral_Transform,"(-107.6,,)",,
,1,,,PB_3293.0,Bird 2003,,,,1,,,,,,"(106.4,,)",,,"(-90.6,,)",Spreading_Ridge,"(-55.7,,)",,
,1,,,PB_3298.0,Bird 2003,,,,1,,,,,,"(92.2,,)",,,"(-8.7,,)",Dextral_Transform,"(91.8,,)",,
,1,,,PB_3299.0,Bird 2003,,,,1,,,,,,"(90.7,,)",,,"(-82.7,,)",Spreading_Ridge,"(37.1,,)",,
,1,,,PB_3300.0,Bird 2003,,,,1,,,,,,"(87.7,,)",,,"(-86.6,,)",Spreading_Ridge,"(13.8,,)",,
,1,,,PB_3301.0,Bird 2003,,,,1,,,,,,"(84.2,,)",,,"(-83.5,,)",Spreading_Ridge,"(10.7,,)",,
,1,,,PB_3302.0,Bird 2003,,,,1,,,,,,"(79.7,,)",,,"(-76.4,,)",Spreading_Ridge,"(22.5,,)",,
,1,,,PB_3322.0,Bird 2003,,,,1,,,,,,"(92.8,,)",,,"(-92.3,,)",Spreading_Ridge,"(9.6,,)",,
,1,,,PB_3323.0,Bird 2003,,,,1,,,,,,"(89.3,,)",,,"(-89.2,,)",Spreading_Ridge,"(-1.3,,)",,
,1,,,PB_3324.0,Bird 2003,,,,1,,,,,,"(87.2,,)",,,"(-84.6,,)",Spreading_Ridge,"(-21.4,,)",,
,1,,,PB_3325.0,Bird 2003,,,,1,,,,,,"(84.7,,)",,,"(-84.7,,)",Spreading_Ridge,"(2.0,,)",,
,1,,,PB_3326.0,Bird 2003,,,,1,,,,,,"(82.8,,)",,,"(-6.6,,)",Dextral_Transform,"(82.6,,)",,
,1,,,PB_3327.0,Bird 2003,,,,1,,,,,,"(81.7,,)",,,"(-81.6,,)",Spreading_Ridge,"(3.5,,)",,
,1,,,PB_3328.0,Bird 2003,,,,1,,,,,,"(79.3,,)",,,"(-76.8,,)",Spreading_Ridge,"(19.7,,)",,
,1,,,PB_3329.0,Bird 2003,,,,1,,,,,,"(77.4,,)",,,"(-77.2,,)",Spreading_Ridge,"(5.8,,)",,
,1,,,PB_3330.0,Bird 2003,,,,1,,,,,,"(75.6,,)",,,"(-73.8,,)",Spreading_Ridge,"(16.5,,)",,
,1,,,PB_3331.0,Bird 2003,,,,1,,,,,,"(73.1,,)",,,"(-73.1,,)",Spreading_Ridge,"(0.2,,)",,
,1,,,PB_3332.0,Bird 2003,,,,1,,,,,,"(71.1,,)",,,"(-71.0,,)",Spreading_Ridge,"(3.4,,)",,
,1,,,PB_3333.0,Bird 2003,,,,1,,,,,,"(69.4,,)",,,"(-69.1,,)",Spreading_Ridge,"(6.6,,)",,
,1,,,PB_3334.0,Bird 2003,,,,1,,,,,,"(67.6,,)",,,"(-67.5,,)",Spreading_Ridge,"(3.0,,)",,
,1,,,PB_3335.0,Bird 2003,,,,1,,,,,,"(65.0,,)",,,"(-64.9,,)",Spreading_Ridge,"(4.6,,)",,
,1,,,PB_3336.0,Bird 2003,,,,1,,,,,,"(61.9,,)",,,"(-61.2,,)",Spreading_Ridge,"(9.5,,)",,
,1,,,PB_3337.0,Bird 2003,,,,1,,,,,,"(59.4,,)",,,"(-59.4,,)",Spreading_Ridge,"(-1.5,,)",,
,1,,,PB_3338.0,Bird 2003,,,,1,,,,,,"(56.7,,)",,,"(-56.7,,)",Spreading_Ridge,"(1.1,,)",,
,1,,,PB_3339.0,Bird 2003,,,,1,,,,,,"(53.2,,)",,,"(-53.1,,)",Spreading_Ridge,"(-2.3,,)",,
,1,,,PB_3340.0,Bird 2003,,,,1,,,,,,"(49.6,,)",,,"(-48.8,,)",Spreading_Ridge,"(9.3,,)",,
,1,,,PB_3341.0,Bird 2003,,,,1,,,,,,"(47.3,,)",,,"(-43.1,,)",Spreading_Ridge,"(-19.5,,)",,
,1,,,PB_3342.0,Bird 2003,,,,1,,,,,,"(45.0,,)",,,"(-43.5,,)",Spreading_Ridge,"(11.4,,)",,
,1,,,PB_3343.0,Bird 2003,,,,1,,,,,,"(41.4,,)",,,"(-40.6,,)",Spreading_Ridge,"(8.3,,)",,
,1,,,PB_3344.0,Bird 2003,,,,1,,,,,,"(36.7,,)",,,"(-36.6,,)",Spreading_Ridge,"(-3.4,,)",,
,1,,,PB_3345.0,Bird 2003,,,,1,,,,,,"(30.6,,)",,,"(-30.5,,)",Spreading_Ridge,"(-3.1,,)",,
,1,,,PB_3348.0,Bird 2003,,,,1,,,,,,"(15.1,,)",,,"(15.1,,)",Subduction_Thrust,"(-0.5,,)",,
,1,,,PB_3349.0,Bird 2003,,,,1,,,,,,"(14.7,,)",,,"(14.3,,)",Subduction_Thrust,"(-3.6,,)",,
,1,,,PB_3350.0,Bird 2003,,,,1,,,,,,"(14.5,,)",,,"(14.0,,)",Subduction_Thrust,"(-3.6,,)",,
,1,,,PB_3351.0,Bird 2003,,,,1,,,,,,"(14.2,,)",,,"(11.8,,)",Subduction_Thrust,"(-7.9,,)",,
,1,,,PB_3352.0,Bird 2003,,,,1,,,,,,"(14.0,,)",,,"(11.6,,)",Subduction_Thrust,"(-7.9,,)",,
,1,,,PB_3353.0,Bird 2003,,,,1,,,,,,"(13.8,,)",,,"(10.5,,)",Subduction_Thrust,"(-9.0,,)",,
,1,,,PB_3354.0,Bird 2003,,,,1,,,,,,"(13.6,,)",,,"(10.2,,)",Subduction_Thrust,"(-9.0,,)",,
,1,,,PB_3355.0,Bird 2003,,,,1,,,,,,"(13.5,,)",,,"(10.6,,)",Subduction_Thrust,"(-8.2,,)",,
,1,,,PB_3356.0,Bird 2003,,,,1,,,,,,"(13.3,,)",,,"(8.6,,)",Subduction_Thrust,"(-10.1,,)",,
,1,,,PB_3357.0,Bird 2003,,,,1,,,,,,"(13.1,,)",,,"(8.3,,)",Subduction_Thrust,"(-10.1,,)",,
,1,,,PB_3358.0,Bird 2003,,,,1,,,,,,"(12.9,,)",,,"(7.1,,)",Subduction_Thrust,"(-10.8,,)",,
,1,,,PB_3359.0,Bird 2003,,,,1,,,,,,"(12.7,,)",,,"(4.9,,)",Subduction_Thrust,"(-11.7,,)",,
,1,,,PB_3360.0,Bird 2003,,,,1,,,,,,"(12.6,,)",,,"(4.6,,)",Subduction_Thrust,"(-11.7,,)",,
,1,,,PB_3361.0,Bird 2003,,,,1,,,,,,"(12.4,,)",,,"(8.0,,)",Subduction_Thrust,"(-9.5,,)",,
,1,,,PB_3362.0,Bird 2003,,,,1,,,,,,"(12.2,,)",,,"(4.3,,)",Subduction_Thrust,"(-11.4,,)",,
,1,,,PB_3363.0,Bird 2003,,,,1,,,,,,"(12.1,,)",,,"(3.9,,)",Subduction_Thrust,"(-11.4,,)",,
,1,,,PB_3364.0,Bird 2003,,,,1,,,,,,"(11.9,,)",,,"(7.0,,)",Subduction_Thrust,"(-9.7,,)",,
,1,,,PB_3365.0,Bird 2003,,,,1,,,,,,"(11.8,,)",,,"(4.8,,)",Subduction_Thrust,"(-10.7,,)",,
,1,,,PB_3366.0,Bird 2003,,,,1,,,,,,"(11.6,,)",,,"(5.0,,)",Subduction_Thrust,"(-10.4,,)",,
,1,,,PB_3367.0,Bird 2003,,,,1,,,,,,"(11.4,,)",,,"(5.8,,)",Subduction_Thrust,"(-9.8,,)",,
,1,,,PB_3368.0,Bird 2003,,,,1,,,,,,"(11.2,,)",,,"(6.2,,)",Subduction_Thrust,"(-9.3,,)",,
,1,,,PB_3369.0,Bird 2003,,,,1,,,,,,"(11.0,,)",,,"(5.9,,)",Subduction_Thrust,"(-9.3,,)",,
,1,,,PB_3370.0,Bird 2003,,,,1,,,,,,"(10.8,,)",,,"(6.6,,)",Subduction_Thrust,"(-8.6,,)",,
,1,,,PB_3371.0,Bird 2003,,,,1,,,,,,"(10.0,,)",,,"(9.6,,)",Subduction_Thrust,"(-2.9,,)",,
,1,,,PB_3372.0,Bird 2003,,,,1,,,,,,"(10.0,,)",,,"(9.9,,)",Subduction_Thrust,"(1.7,,)",,
,1,,,PB_3373.0,Bird 2003,,,,1,,,,,,"(10.0,,)",,,"(9.8,,)",Subduction_Thrust,"(1.8,,)",,
,1,,,PB_3374.0,Bird 2003,,,,1,,,,,,"(10.0,,)",,,"(9.6,,)",Subduction_Thrust,"(2.7,,)",,
,1,,,PB_3375.0,Bird 2003,,,,1,,,,,,"(10.0,,)",,,"(10.0,,)",Subduction_Thrust,"(0.2,,)",,
,1,,,PB_3376.0,Bird 2003,,,,1,,,,,,"(10.0,,)",,,"(10.0,,)",Subduction_Thrust,"(-0.5,,)",,
,1,,,PB_3377.0,Bird 2003,,,,1,,,,,,"(10.0,,)",,,"(9.8,,)",Subduction_Thrust,"(-1.8,,)",,
,1,,,PB_3378.0,Bird 2003,,,,1,,,,,,"(10.0,,)",,,"(9.9,,)",Subduction_Thrust,"(-1.3,,)",,
,1,,,PB_3379.0,Bird 2003,,,,1,,,,,,"(10.0,,)",,,"(9.7,,)",Subduction_Thrust,"(-2.4,,)",,
,1,,,PB_3389.0,Bird 2003,,,,1,,,,,,"(9.6,,)",,,"(9.5,,)",Subduction_Thrust,"(-1.1,,)",,
,1,,,PB_3390.0,Bird 2003,,,,1,,,,,,"(9.5,,)",,,"(6.6,,)",Subduction_Thrust,"(-6.8,,)",,
,1,,,PB_3391.0,Bird 2003,,,,1,,,,,,"(9.3,,)",,,"(8.4,,)",Subduction_Thrust,"(-4.0,,)",,
,1,,,PB_3395.0,Bird 2003,,,,1,,,,,,"(10.6,,)",,,"(-6.2,,)",Spreading_Ridge,"(-8.6,,)",,
,1,,,PB_3396.0,Bird 2003,,,,1,,,,,,"(10.8,,)",,,"(-5.2,,)",Spreading_Ridge,"(-9.5,,)",,
,1,,,PB_3397.0,Bird 2003,,,,1,,,,,,"(11.0,,)",,,"(-10.9,,)",Spreading_Ridge,"(-1.1,,)",,
,1,,,PB_3398.0,Bird 2003,,,,1,,,,,,"(11.2,,)",,,"(-2.4,,)",Sinistral_Transform,"(-10.9,,)",,
,1,,,PB_3399.0,Bird 2003,,,,1,,,,,,"(11.2,,)",,,"(-2.9,,)",Sinistral_Transform,"(-10.9,,)",,
,1,,,PB_3400.0,Bird 2003,,,,1,,,,,,"(11.3,,)",,,"(-2.0,,)",Sinistral_Transform,"(-11.1,,)",,
,1,,,PB_3401.0,Bird 2003,,,,1,,,,,,"(11.3,,)",,,"(0.2,,)",Sinistral_Transform,"(-11.3,,)",,
,1,,,PB_3402.0,Bird 2003,,,,1,,,,,,"(11.3,,)",,,"(0.3,,)",Sinistral_Transform,"(-11.3,,)",,
,1,,,PB_3403.0,Bird 2003,,,,1,,,,,,"(8.6,,)",,,"(6.8,,)",Subduction_Thrust,"(5.2,,)",,
,1,,,PB_3404.0,Bird 2003,,,,1,,,,,,"(19.3,,)",,,"(-17.2,,)",Spreading_Ridge,"(-8.9,,)",,
,1,,,PB_3405.0,Bird 2003,,,,1,,,,,,"(18.6,,)",,,"(-15.9,,)",Spreading_Ridge,"(-9.7,,)",,
,1,,,PB_3406.0,Bird 2003,,,,1,,,,,,"(17.8,,)",,,"(-14.1,,)",Spreading_Ridge,"(-10.9,,)",,
,1,,,PB_3493.0,Bird 2003,,,,1,,,,,,"(4.6,,)",,,"(3.5,,)",Subduction_Thrust,"(-2.9,,)",,
,1,,,PB_3494.0,Bird 2003,,,,1,,,,,,"(4.4,,)",,,"(3.3,,)",Subduction_Thrust,"(-2.9,,)",,
,1,,,PB_3495.0,Bird 2003,,,,1,,,,,,"(4.3,,)",,,"(4.1,,)",Subduction_Thrust,"(1.4,,)",,
